index	module	class	vm	jit	rc	status	seconds	tests	failed	aborted	skipped	containersFailed	stdoutLog	stderrLog	note
1	module/spring-boot-devtools	org.springframework.boot.devtools.livereload.LiveReloadServerTests	craton	on	0	PASS	2.067	5	0	0	1	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.livereload.LiveReloadServerTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.livereload.LiveReloadServerTests.err.log	
2	module/spring-boot-devtools	org.springframework.boot.devtools.remote.client.ClassPathChangeUploaderTests	craton	on	0	PASS	3.195	6	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.ClassPathChangeUploaderTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.ClassPathChangeUploaderTests.err.log	
3	module/spring-boot-devtools	org.springframework.boot.devtools.remote.client.HttpHeaderInterceptorTests	craton	on	0	PASS	3.026	5	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.HttpHeaderInterceptorTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.HttpHeaderInterceptorTests.err.log	
4	module/spring-boot-devtools	org.springframework.boot.devtools.remote.client.DelayedLiveReloadTriggerTests	craton	on	0	PASS	5.735	6	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.DelayedLiveReloadTriggerTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.client.DelayedLiveReloadTriggerTests.err.log	
5	module/spring-boot-devtools	org.springframework.boot.devtools.remote.server.DispatcherFilterTests	craton	on	0	PASS	5.872	4	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.DispatcherFilterTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.DispatcherFilterTests.err.log	
6	module/spring-boot-devtools	org.springframework.boot.devtools.remote.server.DispatcherTests	craton	on	0	PASS	3.219	5	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.DispatcherTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.DispatcherTests.err.log	
7	module/spring-boot-devtools	org.springframework.boot.devtools.remote.server.HttpHeaderAccessManagerTests	craton	on	0	PASS	0.805	8	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.HttpHeaderAccessManagerTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.HttpHeaderAccessManagerTests.err.log	
8	module/spring-boot-devtools	org.springframework.boot.devtools.remote.server.HttpStatusHandlerTests	craton	on	0	PASS	0.806	3	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.HttpStatusHandlerTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.HttpStatusHandlerTests.err.log	
9	module/spring-boot-devtools	org.springframework.boot.devtools.remote.server.UrlHandlerMapperTests	craton	on	0	PASS	1.813	5	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.UrlHandlerMapperTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.remote.server.UrlHandlerMapperTests.err.log	
10	module/spring-boot-devtools	org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests	craton	on	0	PASS	5.035	5	0	0	0	0	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.out.log	/data/data/cratonvm/apps/spring-boot-suite-runner/.suite/results/craton-fullsuite-azure-20260805-s5/all-jit/logs/module_spring-boot-devtools.org.springframework.boot.devtools.RemoteUrlPropertyExtractorTests.err.log	
