module	class	vm	rc	state	wall_s	tests	fail	note
core	org.keycloak.sdjwt.SdJwtCreationAndSigningTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.SdJwtTest	cratonvm	0	PASS	4.7	2	0	
core	org.keycloak.sdjwt.SdJwtTest	hotspot	0	PASS	1.2	2	0	-
core	org.keycloak.sdjwt.SdJwtUtilsTest	cratonvm	0	PASS	2.9	6	0	
core	org.keycloak.sdjwt.SdJwtUtilsTest	hotspot	0	PASS	0.7	6	0	-
core	org.keycloak.sdjwt.SdJwtVerificationTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.TimeClaimVerifierTest	cratonvm	0	PASS	3.0	15	0	
core	org.keycloak.sdjwt.TimeClaimVerifierTest	hotspot	0	PASS	0.8	15	0	-
core	org.keycloak.sdjwt.UndisclosedClaimTest	cratonvm	0	PASS	2.7	1	0	
core	org.keycloak.sdjwt.UndisclosedClaimTest	hotspot	0	PASS	0.9	1	0	-
core	org.keycloak.sdjwt.consumer.JwtVcMetadataTrustedSdJwtIssuerTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.consumer.SdJwtPresentationConsumerTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.consumer.SimplePresentationDefinitionTest	cratonvm	0	PASS	3.0	3	0	
core	org.keycloak.sdjwt.consumer.SimplePresentationDefinitionTest	hotspot	0	PASS	0.8	3	0	-
core	org.keycloak.sdjwt.sdjwtvp.KeyBindingJwtVerificationOptsTest	cratonvm	0	PASS	2.6	3	0	
core	org.keycloak.sdjwt.sdjwtvp.KeyBindingJwtVerificationOptsTest	hotspot	0	PASS	0.5	3	0	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtKeyBindingTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPVerificationTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.util.BasicAuthHelperTest	cratonvm	0	PASS	2.6	4	0	
core	org.keycloak.util.BasicAuthHelperTest	hotspot	0	PASS	0.4	4	0	-
core	org.keycloak.util.JWKSUtilsTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.util.PemUtilsTest	-	-	ABSTRACT	-	-	-	-
core	org.keycloak.util.UriUtilsTest	cratonvm	0	PASS	2.5	2	0	
core	org.keycloak.util.UriUtilsTest	hotspot	0	PASS	0.5	2	0	-
crypto	org.keycloak.crypto.def.test.BCECDSACryptoProviderTest	cratonvm	127	FAIL	2.8	0	0	
crypto	org.keycloak.crypto.def.test.BCECDSACryptoProviderTest	hotspot	0	PASS	1.7	3	0	-
crypto	org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest	cratonvm	1	FAIL	7.2	2	2	1) encodeDecode(org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest)
crypto	org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest	hotspot	0	PASS	2.9	2	0	-
crypto	org.keycloak.crypto.def.test.CryptoPerfTest	cratonvm	0	PASS	2.7	0	0	
crypto	org.keycloak.crypto.def.test.CryptoPerfTest	hotspot	0	PASS	0.5	0	0	-
crypto	org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest	cratonvm	1	FAIL	5.9	5	2	1) testExtractsCertInSubjectDNFormat(org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest)
crypto	org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest	hotspot	0	PASS	1.6	5	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoAKPJWKTest	cratonvm	0	PASS	27.1	6	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoAKPJWKTest	hotspot	0	PASS	2.1	6	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoHmacTest	cratonvm	0	PASS	5.9	2	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoHmacTest	hotspot	0	PASS	2.1	2	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWETest	cratonvm	1	FAIL	23.6	11	6	1) testRSAOAEP256_A128GCM(org.keycloak.crypto.def.test.DefaultCryptoJWETest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWETest	hotspot	0	PASS	4.6	11	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKSUtilsTest	cratonvm	1	FAIL	1.8	0	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKSUtilsTest	hotspot	0	PASS	2.1	3	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKTest	cratonvm	1	FAIL	27.5	10	8	1) testCertificateGenerationWithEcAndRsa(org.keycloak.crypto.def.test.DefaultCryptoJWKTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKTest	hotspot	0	PASS	4.0	10	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest	cratonvm	1	FAIL	7.0	4	4	1) verifyWith1024PrivateKeyInPKCS8Format(org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest	hotspot	0	PASS	2.1	4	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest	cratonvm	1	FAIL	20.7	9	1	1) testVerificationWithAddedX5cAndJwk(org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest	hotspot	0	PASS	5.1	9	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoUnitTest	cratonvm	0	PASS	4.3	1	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoUnitTest	hotspot	0	PASS	1.5	1	0	-
crypto	org.keycloak.crypto.def.test.DefaultKeyStoreTypesTest	cratonvm	0	PASS	4.9	2	0	
crypto	org.keycloak.crypto.def.test.DefaultKeyStoreTypesTest	hotspot	0	PASS	1.7	2	0	-
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	cratonvm	0	PASS	4.1	1	0	
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	hotspot	0	PASS	1.6	1	0	-
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	cratonvm	1	FAIL	8.8	6	2	1) testEncodeAndDecodeGeneratedObjects(org.keycloak.crypto.def.test.PemUtilsBCTest)
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	hotspot	0	PASS	2.7	6	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	cratonvm	0	PASS	11.4	16	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	hotspot	0	PASS	2.1	16	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	cratonvm	0	PASS	8.4	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	hotspot	0	PASS	2.1	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	cratonvm	0	PASS	8.8	2	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	hotspot	0	PASS	2.2	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	cratonvm	1	FAIL	55.3	7	5	1) testRSA4096KeyBinding(org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest)
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	hotspot	1	FAIL	11.5	7	2	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	cratonvm	0	PASS	9.3	2	0	    org.keycloak.common.VerificationException: org.keycloak.common.VerificationException: Invalid jws signature
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	hotspot	0	PASS	2.3	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	cratonvm	0	PASS	10.9	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	hotspot	0	PASS	2.3	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	cratonvm	1	FAIL	18.5	24	2	1) testVerif_s20_8_sdjwt_with_kb__CnfRSA(org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest)
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	hotspot	0	PASS	2.6	24	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	cratonvm	1	FAIL	13.7	0	0	    org.keycloak.common.VerificationException: org.keycloak.common.VerificationException: Invalid jws signature
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	hotspot	0	PASS	2.4	16	0	-
common	org.keycloak.common.ProfileTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.ProfileTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.crypto.CryptoIntegrationTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.crypto.CryptoIntegrationTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.enums.SslRequiredTest	cratonvm	1	FAIL	1.9	0	0	
common	org.keycloak.common.enums.SslRequiredTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.Base64DecodeTest	cratonvm	1	FAIL	2.0	0	0	
common	org.keycloak.common.util.Base64DecodeTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.CollectionUtilTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.CollectionUtilTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.HtmlUtilsTest	cratonvm	1	FAIL	1.9	0	0	
common	org.keycloak.common.util.HtmlUtilsTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.KeyUtilsTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.KeyUtilsTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.KeycloakUriBuilderTest	cratonvm	1	FAIL	1.9	0	0	
common	org.keycloak.common.util.KeycloakUriBuilderTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.KeystoreUtilTest	cratonvm	1	FAIL	1.9	0	0	
common	org.keycloak.common.util.KeystoreUtilTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.MultivaluedHashMapTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.MultivaluedHashMapTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.PaddingUtilsTest	cratonvm	1	FAIL	2.0	0	0	
common	org.keycloak.common.util.PaddingUtilsTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.PathMatcherTest	cratonvm	1	FAIL	1.9	0	0	
common	org.keycloak.common.util.PathMatcherTest	hotspot	1	FAIL	0.2	0	0	-
common	org.keycloak.common.util.StringPropertyReplacerTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.StringPropertyReplacerTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.StringSerializationTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.StringSerializationTest	hotspot	1	FAIL	0.3	0	0	-
common	org.keycloak.common.util.URLEncodingTest	cratonvm	1	FAIL	1.8	0	0	
common	org.keycloak.common.util.URLEncodingTest	hotspot	1	FAIL	0.3	0	0	-
server-spi	org.keycloak.models.OtpPolicyTest	cratonvm	0	PASS	2.6	2	0	
server-spi	org.keycloak.models.OtpPolicyTest	hotspot	0	PASS	0.5	2	0	-
server-spi	org.keycloak.models.credential.CredentialModelTest	cratonvm	1	FAIL	3.5	5	4	1) canDeserializeMinimalJson(org.keycloak.models.credential.CredentialModelTest)
server-spi	org.keycloak.models.credential.CredentialModelTest	hotspot	0	PASS	1.1	5	0	-
server-spi	org.keycloak.models.credential.RecoveryCodesUnitTest	cratonvm	0	PASS	2.5	1	0	
server-spi	org.keycloak.models.credential.RecoveryCodesUnitTest	hotspot	0	PASS	0.6	1	0	-
server-spi	org.keycloak.provider.ProviderConfigurationBuilderTest	cratonvm	0	PASS	2.6	2	0	
server-spi	org.keycloak.provider.ProviderConfigurationBuilderTest	hotspot	0	PASS	0.8	2	0	-
server-spi	org.keycloak.storage.StorageIdTest	cratonvm	0	PASS	3.5	5	0	
server-spi	org.keycloak.storage.StorageIdTest	hotspot	0	PASS	0.8	5	0	-
server-spi	org.keycloak.utils.MapperTypeSerializerTest	cratonvm	0	PASS	5.1	2	0	
server-spi	org.keycloak.utils.MapperTypeSerializerTest	hotspot	0	PASS	1.8	2	0	-
server-spi	org.keycloak.utils.StringUtilTest	cratonvm	0	PASS	2.4	1	0	
server-spi	org.keycloak.utils.StringUtilTest	hotspot	0	PASS	1.0	1	0	-
server-spi-private	org.keycloak.broker.provider.util.IdentityBrokerStateTest	cratonvm	1	FAIL	1.8	0	0	
server-spi-private	org.keycloak.broker.provider.util.IdentityBrokerStateTest	hotspot	0	PASS	1.2	6	0	-
server-spi-private	org.keycloak.component.ComponentModelScopeTest	cratonvm	0	PASS	2.9	1	0	
server-spi-private	org.keycloak.component.ComponentModelScopeTest	hotspot	0	PASS	0.6	1	0	-
server-spi-private	org.keycloak.connections.httpclient.RetryConfigTest	cratonvm	0	PASS	3.0	14	0	
server-spi-private	org.keycloak.connections.httpclient.RetryConfigTest	hotspot	0	PASS	0.7	14	0	-
server-spi-private	org.keycloak.connections.jpa.support.EntityManagerProxyTest	cratonvm	0	PASS	2.8	1	0	
server-spi-private	org.keycloak.connections.jpa.support.EntityManagerProxyTest	hotspot	0	PASS	0.6	1	0	-
server-spi-private	org.keycloak.http.simple.SimpleHttpTest	cratonvm	1	FAIL	2.7	1	1	1) initializationError(org.keycloak.http.simple.SimpleHttpTest)
server-spi-private	org.keycloak.http.simple.SimpleHttpTest	hotspot	1	FAIL	0.6	1	1	-
server-spi-private	org.keycloak.http.simple.SimpleHttpTest$RequestConsideringEncodingTest	cratonvm	0	PASS	4.4	10	0	
server-spi-private	org.keycloak.http.simple.SimpleHttpTest$RequestConsideringEncodingTest	hotspot	0	PASS	1.3	10	0	-
server-spi-private	org.keycloak.http.simple.SimpleHttpTest$ResponseConsideringCharsetTest	cratonvm	0	PASS	3.4	4	0	
server-spi-private	org.keycloak.http.simple.SimpleHttpTest$ResponseConsideringCharsetTest	hotspot	0	PASS	0.9	4	0	-
server-spi-private	org.keycloak.models.BrowserSecurityHeadersTest	cratonvm	0	PASS	2.8	3	0	
server-spi-private	org.keycloak.models.BrowserSecurityHeadersTest	hotspot	0	PASS	0.6	3	0	-
server-spi-private	org.keycloak.models.CredentialModelBackwardsCompatibilityTest	cratonvm	1	FAIL	5.0	4	1	1) testCredentialModelPassword(org.keycloak.models.CredentialModelBackwardsCompatibilityTest)
server-spi-private	org.keycloak.models.CredentialModelBackwardsCompatibilityTest	hotspot	0	PASS	1.3	4	0	-
server-spi-private	org.keycloak.models.HmacTest	cratonvm	0	PASS	2.7	1	0	
server-spi-private	org.keycloak.models.HmacTest	hotspot	0	PASS	0.6	1	0	-
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest	cratonvm	0	PASS	2.9	9	0	
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest	hotspot	0	PASS	0.6	9	0	-
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest$GroupAdapterTest	cratonvm	1	FAIL	2.7	1	1	1) initializationError(org.keycloak.models.KeycloakModelUtilsTest$GroupAdapterTest)
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest$GroupAdapterTest	hotspot	1	FAIL	0.7	1	1	-
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest$OrganizationModelTest	cratonvm	1	FAIL	2.7	1	1	1) initializationError(org.keycloak.models.KeycloakModelUtilsTest$OrganizationModelTest)
server-spi-private	org.keycloak.models.KeycloakModelUtilsTest$OrganizationModelTest	hotspot	1	FAIL	0.6	1	1	-
server-spi-private	org.keycloak.models.ModelVersionTest	cratonvm	0	PASS	2.5	1	0	
server-spi-private	org.keycloak.models.ModelVersionTest	hotspot	0	PASS	0.6	1	0	-
server-spi-private	org.keycloak.models.TotpTest	cratonvm	1	FAIL	3.6	0	0	
server-spi-private	org.keycloak.models.TotpTest	hotspot	0	PASS	1.2	4	0	-
server-spi-private	org.keycloak.models.utils.KeycloakModelUtilsTest	cratonvm	0	PASS	2.8	2	0	
server-spi-private	org.keycloak.models.utils.KeycloakModelUtilsTest	hotspot	0	PASS	0.7	2	0	-
server-spi-private	org.keycloak.models.utils.SessionExpirationUtilsTest	cratonvm	1	FAIL	0.3	0	0	
server-spi-private	org.keycloak.models.utils.SessionExpirationUtilsTest	hotspot	0	PASS	0.8	8	0	-
server-spi-private	org.keycloak.models.utils.StripSecretsUtilsTest	cratonvm	1	FAIL	3.0	9	2	1) stripRealm(org.keycloak.models.utils.StripSecretsUtilsTest)
server-spi-private	org.keycloak.models.utils.StripSecretsUtilsTest	hotspot	0	PASS	0.7	9	0	-
server-spi-private	org.keycloak.policy.DenylistPasswordPolicyProviderTest	cratonvm	1	FAIL	3.3	10	7	2026-06-14T02:14:18.369124Z  WARN cratonvm_vm::vm::vm_exec: NoSuchMethodError method="sun/nio/cs/StreamDecoder.read([BII)I"
server-spi-private	org.keycloak.policy.DenylistPasswordPolicyProviderTest	hotspot	1	FAIL	1.0	10	1	-
server-spi-private	org.keycloak.policy.NotEmailPasswordPolicyProviderTest	cratonvm	0	PASS	2.8	3	0	
server-spi-private	org.keycloak.policy.NotEmailPasswordPolicyProviderTest	hotspot	0	PASS	0.6	3	0	-
server-spi-private	org.keycloak.utils.StreamsUtilTest	cratonvm	1	FAIL	2.8	8	8	1) testAutoClosingOfClosingStreamFlatMap(org.keycloak.utils.StreamsUtilTest)
server-spi-private	org.keycloak.utils.StreamsUtilTest	hotspot	0	PASS	0.6	8	0	-
