index	module	class	vm	jit	rc	status	seconds	tests	failed	aborted	skipped	containersFailed	stdoutLog	stderrLog	note
1	core/spring-boot	org.springframework.boot.convert.ApplicationConversionServiceTests	craton	on	1	FAIL	19.475	18	6	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.convert.ApplicationConversionServiceTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.convert.ApplicationConversionServiceTests.err.log	    => java.lang.IllegalArgumentException 
2	core/spring-boot	org.springframework.boot.env.ConfigTreePropertySourceTests	craton	on	1	FAIL	6.342	23	3	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.env.ConfigTreePropertySourceTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.env.ConfigTreePropertySourceTests.err.log	    => java.lang.UnsupportedOperationException 
3	core/spring-boot	org.springframework.boot.logging.log4j2.Log4J2LoggingSystemTests	craton	on	TIMEOUT	HANG	300.184	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.logging.log4j2.Log4J2LoggingSystemTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.logging.log4j2.Log4J2LoggingSystemTests.err.log	2026-07-31 16:14:14.414 ERROR 37340 --- [           main] o.s.b.l.l.Log4J2LoggingSystemTests       : Hello world 
4	core/spring-boot	org.springframework.boot.logging.logback.LogbackLoggingSystemTests	craton	on	TIMEOUT	HANG	300.147	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.logging.logback.LogbackLoggingSystemTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.logging.logback.LogbackLoggingSystemTests.err.log	2026-07-31T16:22:16.111Z  WARN 32636 --- [           main] o.s.b.l.l.LogbackLoggingSystemTests      : Expected exception 
5	core/spring-boot	org.springframework.boot.ssl.pem.PemSslStoreTests	craton	on	1	FAIL	11.590	5	3	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.ssl.pem.PemSslStoreTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.ssl.pem.PemSslStoreTests.err.log	    => org.mockito.exceptions.base.MockitoException: 
6	core/spring-boot	org.springframework.boot.system.ApplicationTempTests	craton	on	0	FAIL	2.060	5	0	1	1	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.system.ApplicationTempTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.system.ApplicationTempTests.err.log	
7	core/spring-boot	org.springframework.boot.util.LambdaSafeTests	craton	on	1	FAIL	17.318	31	1	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.util.LambdaSafeTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.util.LambdaSafeTests.err.log	       java.lang.AssertionError.<init>(AssertionError.java:76) 
8	core/spring-boot	org.springframework.boot.SpringApplicationTests	craton	on	TIMEOUT	HANG	300.114	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.SpringApplicationTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot.org.springframework.boot.SpringApplicationTests.err.log	2026-07-31 16:24:35.344 ERROR 26028 --- [           main] o.s.b.SpringApplication                  : Application run failed 
9	core/spring-boot-autoconfigure	org.springframework.boot.autoconfigure.ssl.FileWatcherTests	craton	on	1	FAIL	6.280	15	14	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot-autoconfigure.org.springframework.boot.autoconfigure.ssl.FileWatcherTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot-autoconfigure.org.springframework.boot.autoconfigure.ssl.FileWatcherTests.err.log	16:29:00.685 [ssl-bundle-watcher] ERROR org.springframework.boot.autoconfigure.ssl.FileWatcher -- Uncaught exception in file watcher thread 
10	core/spring-boot-autoconfigure	org.springframework.boot.autoconfigure.ssl.CertificateMatcherTests	craton	on	1	FAIL	31.661	0	0	0	0	4	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot-autoconfigure.org.springframework.boot.autoconfigure.ssl.CertificateMatcherTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\core_spring-boot-autoconfigure.org.springframework.boot.autoconfigure.ssl.CertificateMatcherTests.err.log	    => org.mockito.exceptions.base.MockitoException: 
11	module/spring-boot-actuator	org.springframework.boot.actuate.endpoint.invoke.convert.ConversionServiceParameterValueMapperTests	craton	on	1	FAIL	10.834	4	1	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-actuator.org.springframework.boot.actuate.endpoint.invoke.convert.Conve-a6034c913463.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-actuator.org.springframework.boot.actuate.endpoint.invoke.convert.Conve-a6034c913463.err.log	       java.lang.AssertionError.<init>(AssertionError.java:76) 
12	module/spring-boot-actuator	org.springframework.boot.actuate.info.GitInfoContributorTests	craton	on	1	FAIL	2.508	4	1	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-actuator.org.springframework.boot.actuate.info.GitInfoContributorTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-actuator.org.springframework.boot.actuate.info.GitInfoContributorTests.err.log	    => java.lang.AssertionError:  
13	module/spring-boot-amqp	org.springframework.boot.amqp.autoconfigure.RabbitAutoConfigurationTests	craton	on	0	PASS	641.130	78	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-amqp.org.springframework.boot.amqp.autoconfigure.RabbitAutoConfigurationTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-amqp.org.springframework.boot.amqp.autoconfigure.RabbitAutoConfigurationTests.err.log	
14	module/spring-boot-batch-jdbc	org.springframework.boot.batch.jdbc.autoconfigure.BatchJdbcAutoConfigurationTests	craton	on	TIMEOUT	HANG	300.201	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-batch-jdbc.org.springframework.boot.batch.jdbc.autoconfigure.BatchJdbcA-adef578bf5b8.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-batch-jdbc.org.springframework.boot.batch.jdbc.autoconfigure.BatchJdbcA-adef578bf5b8.err.log	16:42:38.514 [main] WARN org.springframework.context.annotation.AnnotationConfigApplicationContext -- Exception encountered during context initialization - cancelling refresh attem
15	module/spring-boot-cache	org.springframework.boot.cache.actuate.endpoint.CachesEndpointWebIntegrationTests	craton	on	0	PASS	272.188	21	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cache.org.springframework.boot.cache.actuate.endpoint.CachesEndpointWeb-5bf12f54f10c.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cache.org.springframework.boot.cache.actuate.endpoint.CachesEndpointWeb-5bf12f54f10c.err.log	
16	module/spring-boot-cache	org.springframework.boot.cache.autoconfigure.CacheAutoConfigurationTests	craton	on	TIMEOUT	HANG	600.196	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cache.org.springframework.boot.cache.autoconfigure.CacheAutoConfigurationTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cache.org.springframework.boot.cache.autoconfigure.CacheAutoConfigurationTests.err.log	16:54:55.940 [main] WARN org.springframework.context.annotation.AnnotationConfigApplicationContext -- Exception encountered during context initialization - cancelling refresh attem
17	module/spring-boot-cloudfoundry	org.springframework.boot.cloudfoundry.autoconfigure.actuate.endpoint.reactive.CloudFoundryReactiveActuatorAutoConfigurationTests	craton	on	TIMEOUT	HANG	300.002	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cloudfoundry.org.springframework.boot.cloudfoundry.autoconfigure.actuat-7decd5b54db9.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cloudfoundry.org.springframework.boot.cloudfoundry.autoconfigure.actuat-7decd5b54db9.err.log	17:01:32.658 [reactor-http-nio-2] WARN reactor.netty.http.client.HttpClientConnect -- [b8600c08, L:127.0.0.1:58355 - R:localhost:52279] The connection observed an error 
18	module/spring-boot-cloudfoundry	org.springframework.boot.cloudfoundry.autoconfigure.actuate.endpoint.servlet.CloudFoundryActuatorAutoConfigurationTests	craton	on	TIMEOUT	HANG	300.040	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cloudfoundry.org.springframework.boot.cloudfoundry.autoconfigure.actuat-7729cc9d2f53.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-cloudfoundry.org.springframework.boot.cloudfoundry.autoconfigure.actuat-7729cc9d2f53.err.log	17:06:43.565 [main] ERROR org.springframework.boot.cloudfoundry.autoconfigure.actuate.endpoint.servlet.SecurityInterceptor -- org.springframework.boot.cloudfoundry.autoconfigure.ac
19	module/spring-boot-data-rest	org.springframework.boot.data.rest.autoconfigure.DataRestAutoConfigurationTests	craton	on	0	PASS	150.095	5	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-data-rest.org.springframework.boot.data.rest.autoconfigure.DataRestAuto-930875e17aa5.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-data-rest.org.springframework.boot.data.rest.autoconfigure.DataRestAuto-930875e17aa5.err.log	
20	module/spring-boot-devtools	org.springframework.boot.devtools.restart.ChangeableUrlsTests	craton	on	1	FAIL	2.075	6	1	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-devtools.org.springframework.boot.devtools.restart.ChangeableUrlsTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-devtools.org.springframework.boot.devtools.restart.ChangeableUrlsTests.err.log	    => org.opentest4j.AssertionFailedError:  
21	module/spring-boot-devtools	org.springframework.boot.devtools.restart.classloader.RestartClassLoaderTests	craton	on	1	CRASH	6.295	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-devtools.org.springframework.boot.devtools.restart.classloader.RestartC-1c2285f965b8.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-devtools.org.springframework.boot.devtools.restart.classloader.RestartC-1c2285f965b8.err.log	[cratonvm] main-vm run() returned Err: Error in thread "main" linkage error: class format error in org/springframework/boot/devtools/restart/classloader/Sample: defineClass1: not a
22	module/spring-boot-flyway	org.springframework.boot.flyway.autoconfigure.FlywayAutoConfigurationTests	craton	on	TIMEOUT	HANG	300.178	0	0	0	0	0	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-flyway.org.springframework.boot.flyway.autoconfigure.FlywayAutoConfigurationTests.out.log	C:\craton\CratonVM-spring-boot-residual-20260728\apps\spring-boot-suite-runner\.suite\results\craton-rerun-20260731\all-jit\logs\module_spring-boot-flyway.org.springframework.boot.flyway.autoconfigure.FlywayAutoConfigurationTests.err.log	17:15:17.577 [main] WARN org.springframework.context.annotation.AnnotationConfigApplicationContext -- Exception encountered during context initialization - cancelling refresh attem
