0.0114	org.springframework.jms.support.destination.JmsDestinationAccessorTests	59	5189
0.0219	org.springframework.context.aot.CglibClassHandlerTests	65	2967
0.0257	org.springframework.web.reactive.config.ViewResolverRegistryTests	122	4740
0.0334	org.springframework.web.socket.server.support.HttpSessionHandshakeInterceptorTests	116	3470
0.0450	org.springframework.aot.hint.ReflectionTypeReferenceTests	168	3734
0.0459	org.springframework.core.io.ModuleResourceTests	61	1330
0.0590	org.springframework.jms.support.destination.JndiDestinationResolverTests	251	4256
0.0594	org.springframework.aot.nativex.feature.ThrowawayClassLoaderTests	71	1196
0.0630	org.springframework.web.context.support.HttpRequestHandlerTests	226	3585
0.0700	org.springframework.messaging.simp.broker.DefaultSubscriptionRegistryTests	285	4071
0.0703	org.springframework.messaging.converter.MarshallingMessageConverterTests	343	4878
0.0785	org.springframework.core.test.io.support.MockSpringFactoriesLoaderTests	182	2317
0.0894	org.springframework.core.test.tools.ClassFileTests	143	1600
0.0916	org.springframework.web.socket.TextMessageTests	141	1539
0.1118	org.springframework.web.socket.server.support.WebSocketHandlerMappingTests	278	2487
0.1181	org.springframework.transaction.annotation.TransactionBeanRegistrationAotProcessorTests	324	2744
0.1191	org.springframework.core.codec.ResourceRegionEncoderTests	234	1964
0.1246	org.springframework.web.reactive.function.client.WebClientUtilsTests	283	2271
0.1324	org.springframework.web.socket.server.support.OriginHandshakeInterceptorTests	456	3443
0.1345	org.springframework.orm.jpa.EntityManagerFactoryBeanSupportTests	1006	7479
0.1390	org.springframework.expression.spel.ConstructorInvocationTests	418	3007
0.1518	org.springframework.aot.agent.RecordedInvocationTests	206	1357
0.1528	org.springframework.cache.caffeine.CaffeineCacheTests	435	2847
0.1599	org.springframework.context.aot.KotlinReflectionBeanRegistrationAotProcessorTests	791	4946
0.1636	org.springframework.context.aot.ReflectiveProcessorAotContributionBuilderTests	367	2243
0.1718	org.springframework.web.context.support.Spr8510Tests	191	1112
0.1781	org.springframework.web.socket.server.support.WebSocketHttpRequestHandlerTests	341	1915
0.1825	org.springframework.expression.spel.standard.SpelCompilerTests	492	2696
0.1936	org.springframework.jms.connection.ConnectionFactoriesRuntimeHintsTests	67	346
0.1949	org.springframework.context.aot.ReflectiveProcessorBeanFactoryInitializationAotProcessorTests	801	4110
0.1951	org.springframework.context.index.processor.PropertiesMarshallerTests	238	1220
0.2048	org.springframework.messaging.rsocket.service.RSocketExchangeBeanRegistrationAotProcessorTests	662	3232
0.2160	org.springframework.oxm.config.OxmNamespaceHandlerTests	849	3931
0.2173	org.springframework.expression.spel.LiteralTests	279	1284
0.2521	org.springframework.beans.factory.aot.AotServicesTests	472	1872
0.2572	org.springframework.jms.support.destination.DynamicDestinationResolverTests	1407	5470
0.2637	org.springframework.http.client.JettyClientHttpRequestFactoryTests	1128	4277
0.2664	org.springframework.jms.config.JmsListenerContainerFactoryIntegrationTests	1488	5586
0.2749	org.springframework.core.io.support.ResourceArrayPropertyEditorTests	259	942
0.2800	org.springframework.orm.jpa.hibernate.HibernateJpaDialectTests	35	125
0.2992	org.springframework.expression.spel.ArrayConstructorTests	468	1564
0.3026	org.springframework.test.context.env.ResourcePatternExplicitPropertiesFileTests	295	975
0.3157	org.springframework.web.reactive.resource.EncodedResourceResolverTests	604	1913
0.3168	org.springframework.test.context.env.CustomEncodingTestPropertySourceTests	531	1676
0.3466	org.springframework.web.socket.adapter.jetty.JettyWebSocketHandlerAdapterTests	1914	5522
0.3557	org.springframework.util.function.SingletonSupplierTests	1771	4979
0.3575	org.springframework.jms.support.destination.SimpleDestinationResolverTests	1310	3664
0.4111	org.springframework.aop.aspectj.annotation.AspectJBeanFactoryInitializationAotProcessorTests	1013	2464
0.4153	org.springframework.util.FileSystemUtilsTests	49	118
0.4214	org.springframework.http.MediaTypeTests	515	1222
0.4286	org.springframework.aot.agent.InstrumentedMethodTests	952	2221
0.4418	org.springframework.jdbc.datasource.DataSourceJtaTransactionTests	1654	3744
0.4519	org.springframework.web.servlet.view.freemarker.FreeMarkerConfigurerTests	615	1361
0.4556	org.springframework.mock.web.MockHttpServletResponseTests	1602	3516
0.4586	org.springframework.aop.aspectj.annotation.AspectJAdvisorBeanRegistrationAotProcessorTests	1092	2381
0.4636	org.springframework.web.client.RestClientVersionTests	509	1098
0.4644	org.springframework.orm.jpa.DefaultJpaDialectTests	1853	3990
0.4660	org.springframework.test.web.servlet.client.samples.bind.FilterTests	178	382
0.4709	org.springframework.cache.caffeine.CaffeineReactiveCachingTests	1941	4122
0.4966	org.springframework.web.socket.WebSocketExtensionTests	288	580
0.5144	org.springframework.oxm.jaxb.Jaxb2MarshallerTests	4450	8651
0.5339	org.springframework.core.test.tools.SourceFilesTests	197	369
0.5438	org.springframework.aop.framework.ObjenesisProxyTests	1832	3369
0.5479	org.springframework.jms.annotation.JmsListenerAnnotationBeanPostProcessorTests	2419	4415
0.5740	org.springframework.context.event.EventPublicationInterceptorTests	291	507
0.5767	org.springframework.jdbc.object.SqlQueryTests	605	1049
0.5924	org.springframework.jms.annotation.EnableJmsTests	4849	8185
0.5931	org.springframework.jms.annotation.AnnotationDrivenNamespaceTests	2803	4726
0.6208	org.springframework.http.converter.BufferedImageHttpMessageConverterTests	167	269
0.6296	org.springframework.http.codec.multipart.DefaultPartHttpMessageReaderTests	2108	3348
0.6329	org.springframework.mock.web.MockHttpServletRequestTests	1660	2623
0.6334	org.springframework.cache.caffeine.CaffeineCacheManagerTests	1555	2455
0.6363	org.springframework.core.task.SimpleAsyncTaskExecutorTests	2033	3195
0.6389	org.springframework.aot.test.ReflectionInvocationsTests	559	875
0.6462	org.springframework.mail.SimpleMailMessageTests	939	1453
0.6466	org.springframework.messaging.rsocket.RSocketBufferLeakTests	3163	4892
0.6857	org.springframework.aot.RuntimeHintsAgentTests	552	805
0.6860	org.springframework.http.converter.xml.MarshallingHttpMessageConverterTests	664	968
0.6990	org.springframework.core.test.tools.DynamicJavaFileManagerTests	1507	2156
0.7007	org.springframework.test.context.testng.transaction.ejb.RollbackForRequiredEjbTxDaoTestNGTests	5913	8439
0.7083	org.springframework.orm.jpa.ApplicationManagedEntityManagerIntegrationTests	3805	5372
0.7101	org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplateTests	3951	5564
0.7288	org.springframework.jms.core.support.JmsGatewaySupportTests	43	59
0.7689	org.springframework.web.servlet.handler.HandlerMappingIntrospectorTests	2475	3219
