org.springframework.aop.aspectj.ThisAndTargetSelectionOnlyPointcutsTests	FAIL	OK	7	7	0	917
org.springframework.aop.framework.adapter.ThrowsAdviceInterceptorTests	FAIL	OK	6	6	0	927
org.springframework.aop.framework.autoproxy.BeanNameAutoProxyCreatorTests	FAIL	OK	9	9	0	184
org.springframework.aop.support.MethodMatchersTests	LOADERR	OK	14	14	0	139
org.springframework.aop.target.LazyCreationTargetSourceTests	FAIL	OK	1	1	0	59
org.springframework.beans.ConcurrentBeanWrapperTests	FAIL	OK	101	101	0	725
org.springframework.beans.factory.FactoryBeanLookupTests	FAIL	OK	5	5	0	106
org.springframework.beans.factory.xml.XmlBeanCollectionTests	FAIL	OK	34	34	0	319
org.springframework.context.annotation.CommonAnnotationBeanPostProcessorTests	FAIL	OK	21	21	0	87
org.springframework.core.BridgeMethodResolverTests	FAIL	OK	29	29	0	401
org.springframework.core.ResolvableTypeTests	FAIL	OK	162	162	0	638
org.springframework.core.annotation.AnnotatedElementUtilsTests	FAIL	OK	82	82	0	108
org.springframework.core.annotation.MultipleComposedAnnotationsOnSingleAnnotatedElementTests	FAIL	OK	19	18	0	18
org.springframework.core.annotation.NestedRepeatableAnnotationsTests	FAIL	OK	12	12	0	12
org.springframework.core.io.ResourceTests	FAIL	OK	68	68	0	275
org.springframework.core.io.buffer.DataBufferTests	TIMEOUT	OK	294	294	0	427
org.springframework.core.retry.RetryPolicyTests	FAIL	OK	23	23	0	69
org.springframework.format.datetime.standard.DateTimeFormattingTests	FAIL	OK	61	61	0	190
org.springframework.format.datetime.standard.InstantFormatterTests	FAIL	OK	40	40	0	33
org.springframework.http.ContentDispositionTests	FAIL	OK	34	34	0	452
org.springframework.http.client.SimpleClientHttpRequestFactoryTests	FAIL	OK	10	10	0	716
org.springframework.http.codec.cbor.JacksonCborDecoderTests	FAIL	OK	3	3	0	603
org.springframework.http.converter.StringHttpMessageConverterTests	FAIL	OK	13	13	0	22
org.springframework.http.converter.json.GsonHttpMessageConverterTests	FAIL	OK	14	14	0	48
org.springframework.http.converter.json.JacksonJsonHttpMessageConverterTests	FAIL	OK	34	34	0	430
org.springframework.http.converter.json.JsonbHttpMessageConverterTests	FAIL	OK	14	14	0	118
org.springframework.http.converter.json.KotlinSerializationJsonHttpMessageConverterTests	FAIL	OK	25	25	0	117
org.springframework.http.converter.json.MappingJackson2HttpMessageConverterTests	FAIL	OK	32	32	0	192
org.springframework.jdbc.core.namedparam.BeanPropertySqlParameterSourceTests	FAIL	OK	10	10	0	531
org.springframework.jdbc.core.namedparam.MapSqlParameterSourceTests	FAIL	OK	6	6	0	14
org.springframework.jmx.access.MBeanClientInterceptorTests	FAIL	OK	14	14	0	424
org.springframework.jmx.access.RemoteMBeanClientInterceptorTests	FAIL	OK	14	14	0	1173
org.springframework.jmx.export.CustomEditorConfigurerTests	FAIL	OK	2	2	0	21
org.springframework.jmx.export.LazyInitMBeanTests	FAIL	OK	1	1	0	13
