module	class	vm	rc	state	wall_s	tests	fail	note
core	org.keycloak.sdjwt.consumer.SdJwtPresentationConsumerTest	cratonvm	1	FAIL	12.0	0	1	1) org.keycloak.sdjwt.consumer.SdJwtPresentationConsumerTest
core	org.keycloak.sdjwt.consumer.SdJwtPresentationConsumerTest	hotspot	1	FAIL	2.5	0	1	-
core	org.keycloak.sdjwt.consumer.SimplePresentationDefinitionTest	cratonvm	0	PASS	4.3	3	0	
core	org.keycloak.sdjwt.consumer.SimplePresentationDefinitionTest	hotspot	0	PASS	1.2	3	0	-
core	org.keycloak.sdjwt.sdjwtvp.KeyBindingJwtVerificationOptsTest	cratonvm	0	PASS	3.1	3	0	
core	org.keycloak.sdjwt.sdjwtvp.KeyBindingJwtVerificationOptsTest	hotspot	0	PASS	0.8	3	0	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtKeyBindingTest	cratonvm	1	FAIL	3.2	0	1	1) org.keycloak.sdjwt.sdjwtvp.SdJwtKeyBindingTest
core	org.keycloak.sdjwt.sdjwtvp.SdJwtKeyBindingTest	hotspot	1	FAIL	0.8	0	1	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPTest	cratonvm	1	FAIL	3.2	0	1	1) org.keycloak.sdjwt.sdjwtvp.SdJwtVPTest
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPTest	hotspot	1	FAIL	0.8	0	1	-
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPVerificationTest	cratonvm	1	FAIL	5.1	0	1	1) org.keycloak.sdjwt.sdjwtvp.SdJwtVPVerificationTest
core	org.keycloak.sdjwt.sdjwtvp.SdJwtVPVerificationTest	hotspot	1	FAIL	1.4	0	1	-
core	org.keycloak.util.BasicAuthHelperTest	cratonvm	0	PASS	3.2	4	0	
core	org.keycloak.util.BasicAuthHelperTest	hotspot	0	PASS	0.7	4	0	-
core	org.keycloak.util.JWKSUtilsTest	cratonvm	1	FAIL	3.2	0	1	1) org.keycloak.util.JWKSUtilsTest
core	org.keycloak.util.JWKSUtilsTest	hotspot	1	FAIL	0.8	0	1	-
core	org.keycloak.util.PemUtilsTest	cratonvm	1	FAIL	3.3	0	1	1) org.keycloak.util.PemUtilsTest
core	org.keycloak.util.PemUtilsTest	hotspot	1	FAIL	0.8	0	1	-
core	org.keycloak.util.UriUtilsTest	cratonvm	0	PASS	3.1	2	0	
core	org.keycloak.util.UriUtilsTest	hotspot	0	PASS	0.8	2	0	-
crypto	org.keycloak.crypto.def.test.BCECDSACryptoProviderTest	cratonvm	1	FAIL	15.7	3	3	1) getPublicFromPrivate[0](org.keycloak.crypto.def.test.BCECDSACryptoProviderTest)
crypto	org.keycloak.crypto.def.test.BCECDSACryptoProviderTest	hotspot	0	PASS	2.2	3	0	-
crypto	org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest	cratonvm	1	FAIL	11.0	2	2	1) encodeDecode(org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest)
crypto	org.keycloak.crypto.def.test.BCEcdhEsAlgorithmProviderTest	hotspot	0	PASS	4.1	2	0	-
crypto	org.keycloak.crypto.def.test.CryptoPerfTest	cratonvm	0	PASS	3.7	0	0	
crypto	org.keycloak.crypto.def.test.CryptoPerfTest	hotspot	0	PASS	0.8	0	0	-
crypto	org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest	cratonvm	1	FAIL	10.4	5	5	1) testExtractsCertInSubjectDNFormat(org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest)
crypto	org.keycloak.crypto.def.test.DefaultCertificateIdentityExtractorTest	hotspot	0	PASS	2.2	5	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoAKPJWKTest	cratonvm	1	FAIL	10.3	6	6	1) parseMLS_DSA_44(org.keycloak.crypto.def.test.DefaultCryptoAKPJWKTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoAKPJWKTest	hotspot	0	PASS	2.8	6	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoHmacTest	cratonvm	0	PASS	11.7	2	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoHmacTest	hotspot	0	PASS	2.9	2	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWETest	cratonvm	1	FAIL	42.4	11	10	1) testRSAOAEP256_A128GCM(org.keycloak.crypto.def.test.DefaultCryptoJWETest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWETest	hotspot	0	PASS	8.3	11	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKSUtilsTest	cratonvm	1	FAIL	16.1	3	1	1) publicRs256(org.keycloak.crypto.def.test.DefaultCryptoJWKSUtilsTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKSUtilsTest	hotspot	0	PASS	3.0	3	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKTest	cratonvm	1	FAIL	24.4	10	8	1) testCertificateGenerationWithEcAndRsa(org.keycloak.crypto.def.test.DefaultCryptoJWKTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoJWKTest	hotspot	0	PASS	5.0	10	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest	cratonvm	1	FAIL	9.0	4	4	1) verifyWith1024PrivateKeyInPKCS8Format(org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoKeyPairVerifierTest	hotspot	0	PASS	2.8	4	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest	cratonvm	1	FAIL	39.6	9	1	1) testVerificationWithAddedX5cAndJwk(org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest)
crypto	org.keycloak.crypto.def.test.DefaultCryptoRSAVerifierTest	hotspot	0	PASS	5.5	9	0	-
crypto	org.keycloak.crypto.def.test.DefaultCryptoUnitTest	cratonvm	0	PASS	7.9	1	0	
crypto	org.keycloak.crypto.def.test.DefaultCryptoUnitTest	hotspot	0	PASS	2.1	1	0	-
crypto	org.keycloak.crypto.def.test.DefaultKeyStoreTypesTest	cratonvm	1	FAIL	7.9	2	1	1) testKeystoreFormats(org.keycloak.crypto.def.test.DefaultKeyStoreTypesTest)
crypto	org.keycloak.crypto.def.test.DefaultKeyStoreTypesTest	hotspot	0	PASS	2.1	2	0	-
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	cratonvm	0	PASS	8.0	1	0	
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	hotspot	0	PASS	2.3	1	0	-
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	cratonvm	1	FAIL	12.4	6	4	1) testDecodeCertificateBundle(org.keycloak.crypto.def.test.PemUtilsBCTest)
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	hotspot	0	PASS	3.6	6	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	cratonvm	0	PASS	49.6	16	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	hotspot	0	PASS	2.9	16	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	cratonvm	0	PASS	15.7	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	hotspot	0	PASS	3.0	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	cratonvm	0	PASS	18.2	2	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	hotspot	0	PASS	3.0	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	cratonvm	1	FAIL	54.9	7	5	1) testRSA4096KeyBinding(org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest)
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	hotspot	1	FAIL	5.9	7	2	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	cratonvm	0	PASS	18.5	2	0	    org.keycloak.common.VerificationException: org.keycloak.common.VerificationException: Invalid jws signatur
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	hotspot	0	PASS	3.1	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	cratonvm	0	PASS	51.6	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	hotspot	0	PASS	3.0	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	cratonvm	1	FAIL	108.2	0	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	hotspot	0	PASS	3.2	24	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	cratonvm	1	FAIL	9.7	0	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	hotspot	0	PASS	3.1	16	0	-
