module	class	vm	rc	state	wall_s	tests	fail	note
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	cratonvm	0	PASS	6.2	1	0	
crypto	org.keycloak.crypto.def.test.DefaultSecureRandomTest	hotspot	0	PASS	1.9	1	0	-
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	cratonvm	1	FAIL	12.9	6	4	1) testDecodeCertificateBundle(org.keycloak.crypto.def.test.PemUtilsBCTest)
crypto	org.keycloak.crypto.def.test.PemUtilsBCTest	hotspot	0	PASS	2.5	6	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	cratonvm	0	PASS	42.3	16	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoJwtVcMetadataTrustedSdJwtIssuerTest	hotspot	0	PASS	2.3	16	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	cratonvm	0	PASS	12.8	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwsTest	hotspot	0	PASS	2.4	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	cratonvm	0	PASS	14.7	2	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtCreationAndSigningTest	hotspot	0	PASS	2.4	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	cratonvm	1	FAIL	81.7	7	5	1) testRSA4096KeyBinding(org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest)
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtKeyBindingTest	hotspot	1	FAIL	5.3	7	2	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	cratonvm	0	PASS	15.4	2	0	    org.keycloak.common.VerificationException: org.keycloak.common.VerificationException: Invalid jws signatur
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtPresentationConsumerTest	hotspot	0	PASS	2.6	2	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	cratonvm	0	PASS	46.1	14	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPTest	hotspot	0	PASS	2.6	14	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	cratonvm	1	FAIL	26.2	0	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVPVerificationTest	hotspot	0	PASS	2.9	24	0	-
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	cratonvm	1	FAIL	6.1	0	0	
crypto	org.keycloak.crypto.def.test.sdjwt.DefaultCryptoSdJwtVerificationTest	hotspot	0	PASS	2.8	16	0	-
